registration_date,nationality_e,gender_e,vechile_type,manufacture_year,color,business_individual,km_driven,next_service_date,service_frequency,customer_age,customer_id,vehicle_age,churn_risk,upgrade_probability,churn_risk_predicted,upgrade_probability_predicted
01/06/2015,Tunisia,MALE,Light Vehicle,2016,Silver,Private,200000,27/11/2025 12:00,high,34,416,9,0,1,0.09,1
17/05/2017,Emirates,MALE,Light Vehicle,2021,White,Private,160000,13/11/2025 12:00,medium,52,417,4,0,1,0.17,0.61
02/09/2020,Syria,MALE,Light Vehicle,2008,Yellow,Private,100000,02/03/2026 12:00,high,41,418,17,0,1,0.54,1
13/01/2015,India,FEMALE,Light Vehicle,2020,Gray,Private,200000,11/07/2025 12:00,low,56,419,5,1,1,0.12,0.98
12/05/2017,Emirates,MALE,Light Vehicle,2021,Black,Private,160000,08/11/2025 12:00,medium,29,420,4,0,1,0.19,0.57
05/11/2017,Greece,MALE,Light Vehicle,2017,Blue,Private,160000,04/05/2026 12:00,medium,48,421,8,0,1,0.2,0.99
29/10/2018,Pakistan,MALE,Light Vehicle,2009,Silver,Private,140000,27/04/2026 12:00,medium,34,422,16,0,1,0.21,1
23/06/2021,Jordan,MALE,Light Vehicle,2014,Silver,Private,80000,21/12/2025 12:00,medium,40,423,11,1,1,0.59,0.88
17/06/2017,Spain,FEMALE,Light Vehicle,2008,Silver,Private,160000,14/12/2025 12:00,medium,29,424,17,0,1,0.12,1
19/06/2017,Pakistan,MALE,Light Vehicle,2011,Beige,Private,160000,16/12/2025 12:00,high,44,425,14,0,1,0.26,1
05/03/2020,United Kingdom,MALE,Light Vehicle,2020,Gray,Private,100000,02/09/2025 12:00,medium,49,426,5,0,0,0.34,0.12
07/03/2018,India,MALE,Light Vehicle,2015,Silver,Private,140000,03/09/2025 12:00,low,42,427,10,1,1,0.33,0.99
14/08/2016,Netherlands,MALE,Light Vehicle,2018,Gray,Private,180000,10/02/2026 12:00,low,59,428,7,1,1,0.17,0.99
07/03/2018,India,MALE,Light Vehicle,2016,Silver,Private,140000,03/09/2025 12:00,high,63,429,9,0,1,0.47,0.98
28/12/2015,Pakistan,MALE,Light Vehicle,2009,Maroon,Private,200000,25/06/2026 12:00,low,30,430,16,1,1,0.08,1
03/04/2016,Canada,MALE,Light Vehicle,2013,Red,Private,180000,30/09/2025 12:00,high,57,431,12,0,1,0.26,1
13/07/2018,Jordan,MALE,Light Vehicle,2020,Brown,Private,140000,09/01/2026 12:00,high,47,432,5,0,0,0.38,0.48
14/12/2017,Iraq,MALE,Light Vehicle,2013,Gray,Private,160000,12/06/2026 12:00,high,52,433,12,0,1,0.3,1
09/06/2021,Sri Lanka,MALE,Light Vehicle,2015,Blue,Private,80000,07/12/2025 12:00,medium,37,434,10,1,1,0.43,0.7
01/08/2017,Egypt,MALE,Light Vehicle,2020,Blue,Private,160000,28/01/2026 12:00,medium,42,435,5,0,1,0.18,0.72
26/01/2019,Egypt,MALE,Light Vehicle,2020,Red,Private,120000,25/07/2025 12:00,medium,30,436,5,0,0,0.34,0.26
18/06/2019,India,MALE,Light Vehicle,2014,Beige,Private,120000,15/12/2025 12:00,medium,54,437,11,0,1,0.3,0.99
06/02/2015,India,MALE,Light Vehicle,2021,White,Private,200000,04/08/2025 12:00,high,43,438,4,0,1,0.12,0.93
13/09/2019,Lebanon,MALE,Light Vehicle,2020,Black,Private,120000,12/03/2026 12:00,medium,48,439,5,0,0,0.33,0.17
07/04/2016,India,MALE,Light Vehicle,2015,Silver,Private,180000,04/10/2025 12:00,high,42,440,10,0,1,0.2,1
15/10/2021,India,MALE,Light Vehicle,2013,White,Private,80000,14/04/2026 12:00,low,49,441,12,1,1,0.66,0.98
17/01/2016,Egypt,MALE,Light Vehicle,2014,White,Private,180000,15/07/2025 12:00,low,41,442,11,1,1,0.14,1
06/12/2017,Syria,MALE,Light Vehicle,2006,Gray,Private,160000,04/06/2026 12:00,medium,38,443,19,0,1,0.13,1
25/08/2015,Egypt,MALE,Light Vehicle,2020,Golden,Private,200000,20/02/2026 12:00,medium,35,444,5,0,1,0.07,0.97
26/12/2021,Italy,MALE,Light Vehicle,2014,White,Private,80000,25/06/2026 12:00,medium,52,445,11,1,1,0.58,0.93
23/07/2018,Philippines,FEMALE,Light Vehicle,2021,Red,Private,140000,19/01/2026 12:00,high,47,446,4,0,0,0.33,0.23
08/03/2019,Emirates,MALE,Light Vehicle,2021,Black,Private,120000,04/09/2025 12:00,medium,29,447,4,0,0,0.37,0.11
05/07/2015,Pakistan,MALE,Light Vehicle,2007,Silver,Private,200000,31/12/2025 12:00,medium,35,448,18,0,1,0.06,1
09/04/2020,Emirates,MALE,Light Vehicle,2001,White,Private,100000,07/10/2025 12:00,high,25,449,24,0,1,0.54,1
05/07/2016,Canada,MALE,Light Vehicle,2021,Black,Private,180000,01/01/2026 12:00,medium,61,450,4,0,1,0.15,0.8
24/04/2021,Philippines,FEMALE,Light Vehicle,2010,Blue,Private,80000,22/10/2025 12:00,low,33,451,15,1,1,0.61,1
21/06/2016,India,MALE,Light Vehicle,2006,Silver,Private,180000,18/12/2025 12:00,medium,55,452,19,0,1,0.14,1
12/05/2016,Lebanon,MALE,Light Vehicle,2019,White,Private,180000,08/11/2025 12:00,high,41,453,6,0,1,0.17,0.97
12/04/2015,United Kingdom,MALE,Light Vehicle,2019,Black,Private,200000,08/10/2025 12:00,high,46,454,6,0,1,0.1,0.99
01/05/2018,Emirates,MALE,Light Vehicle,2021,Black,Private,140000,28/10/2025 12:00,medium,61,455,4,0,0,0.3,0.29
19/12/2018,Palestine,FEMALE,Light Vehicle,2021,Black,Private,140000,17/06/2026 12:00,high,38,456,4,0,0,0.3,0.26
02/07/2015,Bangladesh,MALE,Light Vehicle,2001,Silver,Private,200000,28/12/2025 12:00,high,42,457,24,0,1,0.16,1
19/06/2020,Italy,FEMALE,Light Vehicle,2016,White,Private,100000,17/12/2025 12:00,high,33,458,9,0,1,0.58,0.91
10/03/2018,Kenya,MALE,Light Vehicle,2014,White,Private,140000,06/09/2025 12:00,high,45,459,11,0,1,0.31,1
23/09/2018,Sudan,MALE,Light Vehicle,2011,Black,Private,140000,22/03/2026 12:00,low,54,460,14,1,1,0.32,1
03/02/2018,Egypt,MALE,Light Vehicle,2009,Blue,Private,140000,02/08/2025 12:00,medium,37,461,16,0,1,0.25,1
10/11/2017,United Kingdom,MALE,Light Vehicle,2020,Gray,Private,160000,09/05/2026 12:00,medium,49,462,5,0,1,0.11,0.81
10/12/2018,South Africa,MALE,Light Vehicle,2020,Silver,Private,140000,08/06/2026 12:00,medium,60,463,5,0,0,0.26,0.52
04/02/2016,Emirates,MALE,Light Vehicle,1971,Silver,Private,180000,02/08/2025 12:00,medium,57,464,54,0,1,0.17,1
18/04/2016,Syria,MALE,Light Vehicle,2015,Black,Private,180000,15/10/2025 12:00,low,36,465,10,1,1,0.11,1
13/01/2021,Kenya,MALE,Light Vehicle,2008,Silver,Private,80000,13/07/2025 12:00,high,48,466,17,1,1,0.7,1
04/09/2021,Egypt,FEMALE,Light Vehicle,2014,Black,Private,80000,04/03/2026 12:00,low,41,467,11,1,1,0.69,0.9
31/08/2017,India,MALE,Light Vehicle,2009,Silver,Private,160000,27/02/2026 12:00,medium,37,468,16,0,1,0.17,1
04/12/2016,Emirates,MALE,Light Vehicle,2015,Black,Private,180000,02/06/2026 12:00,medium,75,469,10,0,1,0.15,1
21/07/2019,Egypt,MALE,Light Vehicle,2020,White,Private,120000,17/01/2026 12:00,medium,42,470,5,0,0,0.36,0.18
25/11/2017,Syria,MALE,Light Vehicle,2008,Yellow,Private,160000,24/05/2026 12:00,high,41,471,17,0,1,0.22,1
12/03/2015,United Kingdom,MALE,Light Vehicle,2019,Black,Private,200000,07/09/2025 12:00,high,46,472,6,0,1,0.1,0.99
07/02/2016,Afghanistan,MALE,Light Vehicle,2020,White,Private,180000,05/08/2025 12:00,medium,36,473,5,0,1,0.14,0.88
06/01/2020,United Kingdom,MALE,Light Vehicle,2019,Silver,Private,100000,05/07/2025 12:00,medium,36,474,6,0,0,0.33,0.3
31/08/2019,Egypt,MALE,Light Vehicle,2006,White,Private,120000,27/02/2026 12:00,high,36,475,19,0,1,0.49,1
17/03/2015,Emirates,MALE,Light Vehicle,2020,White,Private,200000,12/09/2025 12:00,low,45,476,5,1,1,0.11,0.98
07/08/2016,Jordan,MALE,Light Vehicle,2014,White,Private,180000,03/02/2026 12:00,medium,35,477,11,0,1,0.1,1
01/09/2016,Pakistan,MALE,Light Vehicle,2019,Silver,Private,180000,28/02/2026 12:00,medium,34,478,6,0,1,0.08,0.98
06/10/2019,India,MALE,Light Vehicle,2015,White,Private,120000,04/04/2026 12:00,medium,42,479,10,0,1,0.27,0.96
24/02/2015,Yemen,MALE,Light Vehicle,2016,White,Private,200000,22/08/2025 12:00,medium,39,480,9,0,1,0.05,1
16/10/2015,India,MALE,Light Vehicle,2015,White,Private,200000,13/04/2026 12:00,high,32,481,10,0,1,0.13,1
25/08/2020,Egypt,MALE,Light Vehicle,2010,Black,Private,100000,22/02/2026 12:00,low,47,482,15,1,1,0.63,1
09/04/2016,India,MALE,Light Vehicle,2020,White,Private,180000,06/10/2025 12:00,medium,62,483,5,0,1,0.14,0.84
14/08/2019,India,MALE,Light Vehicle,2021,Blue,Private,120000,10/02/2026 12:00,high,38,484,4,0,0,0.42,0.09
21/09/2016,Lebanon,MALE,Light Vehicle,1995,Green,Private,180000,20/03/2026 12:00,high,48,485,30,0,1,0.26,1
03/10/2015,Sweden,FEMALE,Light Vehicle,2019,White,Private,200000,31/03/2026 12:00,medium,48,486,6,0,1,0.05,0.99
05/10/2016,Pakistan,MALE,Light Vehicle,2015,Silver,Private,180000,03/04/2026 12:00,medium,37,487,10,0,1,0.09,1
23/01/2020,Lebanon,MALE,Light Vehicle,2020,Black,Private,100000,22/07/2025 12:00,medium,48,488,5,0,0,0.44,0.06
29/12/2020,India,MALE,Light Vehicle,2020,Silver,Private,100000,28/06/2026 12:00,high,33,489,5,0,0,0.57,0.1
12/11/2020,Jordan,MALE,Light Vehicle,2021,Gray,Private,100000,12/05/2026 12:00,medium,54,490,4,0,0,0.39,0.03
03/11/2017,India,MALE,Light Vehicle,2015,Silver,Private,160000,02/05/2026 12:00,high,42,491,10,0,1,0.28,1
25/09/2019,Pakistan,MALE,Light Vehicle,2011,Black,Private,120000,24/03/2026 12:00,high,43,492,14,0,1,0.47,1
21/06/2016,India,MALE,Light Vehicle,2012,Green,Private,180000,18/12/2025 12:00,low,33,493,13,1,1,0.14,1
21/01/2017,India,MALE,Light Vehicle,2011,Black,Private,160000,20/07/2025 12:00,high,36,494,14,0,1,0.27,1
19/04/2021,Iraq,MALE,Light Vehicle,2019,Blue,Private,80000,17/10/2025 12:00,medium,45,495,6,1,0,0.53,0.04
06/02/2015,Serbia,FEMALE,Light Vehicle,2016,White,Private,200000,04/08/2025 12:00,medium,31,496,9,0,1,0.06,1
25/08/2015,Syria,MALE,Light Vehicle,2015,Black,Private,200000,20/02/2026 12:00,low,36,497,10,1,1,0.07,1
29/06/2016,Egypt,MALE,Light Vehicle,2009,Blue,Private,180000,26/12/2025 12:00,medium,37,498,16,0,1,0.12,1
15/03/2015,Nigeria,MALE,Light Vehicle,2015,Brown,Private,200000,10/09/2025 12:00,high,39,499,10,0,1,0.09,1
17/04/2016,India,MALE,Light Vehicle,2015,Gray,Private,180000,14/10/2025 12:00,medium,32,500,10,0,1,0.09,1
02/02/2019,Jordan,MALE,Light Vehicle,2021,Gray,Private,120000,01/08/2025 12:00,medium,54,501,4,0,0,0.29,0.1
18/12/2017,India,MALE,Light Vehicle,2021,White,Private,160000,16/06/2026 12:00,high,43,502,4,0,1,0.26,0.55
09/04/2021,United Kingdom,FEMALE,Light Vehicle,2017,Blue,Private,80000,07/10/2025 12:00,high,39,503,8,1,1,0.63,0.55
13/10/2020,Egypt,MALE,Trailer,2020,Beige,Private,100000,12/04/2026 12:00,medium,56,504,5,0,0,0.73,0.17
05/06/2017,India,FEMALE,Light Vehicle,2018,White,Private,160000,02/12/2025 12:00,medium,40,505,7,0,1,0.17,0.95
13/11/2016,Bangladesh,MALE,Light Vehicle,2008,White,Private,180000,12/05/2026 12:00,medium,31,506,17,0,1,0.12,1
17/09/2017,Pakistan,MALE,Light Vehicle,2009,Black,Private,160000,16/03/2026 12:00,high,39,507,16,0,1,0.25,1
22/02/2019,Emirates,FEMALE,Light Vehicle,2021,Black,Private,120000,21/08/2025 12:00,low,64,508,4,1,0,0.39,0.11
29/11/2016,Sri Lanka,MALE,Light Vehicle,2015,Blue,Private,180000,28/05/2026 12:00,medium,37,509,10,0,1,0.07,1
27/05/2019,Philippines,FEMALE,Light Vehicle,2017,White,Private,120000,23/11/2025 12:00,high,36,510,8,0,1,0.46,0.86
26/11/2017,Azerbaijan,MALE,Light Vehicle,2000,Silver,Private,160000,25/05/2026 12:00,low,28,511,25,1,1,0.29,1
26/11/2018,Spain,FEMALE,Light Vehicle,2008,Silver,Private,140000,25/05/2026 12:00,medium,29,512,17,0,1,0.18,1
21/01/2018,Emirates,MALE,Light Vehicle,2021,Black,Private,140000,20/07/2025 12:00,low,31,513,4,1,0,0.33,0.32
24/01/2017,Emirates,MALE,Light Vehicle,2003,White,Private,160000,23/07/2025 12:00,medium,24,514,22,0,1,0.14,1
10/09/2021,Emirates,FEMALE,Light Vehicle,2021,Silver,Private,80000,10/03/2026 12:00,medium,68,515,4,1,0,0.65,0.01
17/05/2020,Ethiopia,MALE,Light Vehicle,2014,Red,Private,100000,14/11/2025 12:00,medium,43,516,11,0,1,0.47,0.95
27/12/2015,Emirates,MALE,Light Vehicle,2015,Black,Private,200000,24/06/2026 12:00,medium,75,517,10,0,1,0.1,1
01/02/2021,United Kingdom,MALE,Light Vehicle,2014,White,Private,80000,01/08/2025 12:00,high,34,518,11,1,1,0.63,0.93
12/06/2018,India,MALE,Light Vehicle,2021,Black,Private,140000,09/12/2025 12:00,medium,62,519,4,0,0,0.22,0.26
14/04/2021,Pakistan,MALE,Light Vehicle,2008,White,Private,80000,12/10/2025 12:00,medium,50,520,17,1,1,0.57,1
25/08/2020,United Kingdom,FEMALE,Light Vehicle,2021,Black,Private,100000,22/02/2026 12:00,medium,51,521,4,0,0,0.37,0.05
25/12/2017,Jordan,MALE,Light Vehicle,2020,Red,Private,160000,23/06/2026 12:00,high,35,522,5,0,1,0.19,0.87
04/03/2015,Iran,MALE,Light Vehicle,2014,Lead,Private,200000,30/08/2025 12:00,medium,48,523,11,0,1,0.06,1
30/11/2016,Egypt,MALE,Trailer,2020,Beige,Private,180000,29/05/2026 12:00,medium,56,524,5,0,1,0.29,0.96
07/11/2018,China,MALE,Light Vehicle,2017,Black,Private,140000,06/05/2026 12:00,high,37,525,8,0,1,0.41,0.98
22/06/2019,Emirates,MALE,Light Vehicle,2001,White,Private,120000,19/12/2025 12:00,high,25,526,24,0,1,0.43,1
10/11/2016,India,MALE,Light Vehicle,2020,Gray,Private,180000,09/05/2026 12:00,high,38,527,5,0,1,0.2,0.92
25/12/2015,Philippines,FEMALE,Light Vehicle,2017,Silver,Private,200000,22/06/2026 12:00,high,34,528,8,0,1,0.12,1
20/11/2020,Lebanon,FEMALE,Light Vehicle,2020,Gray,Private,100000,20/05/2026 12:00,high,44,529,5,0,0,0.55,0.16
03/12/2021,China,MALE,Light Vehicle,2011,Black,Private,80000,02/06/2026 12:00,medium,29,530,14,1,1,0.57,1
26/09/2018,Egypt,MALE,Light Vehicle,2019,White,Private,140000,25/03/2026 12:00,medium,42,531,6,0,0,0.27,0.6
21/03/2016,Emirates,FEMALE,Light Vehicle,2011,Gray,Private,180000,17/09/2025 12:00,low,77,532,14,1,1,0.26,1
06/12/2016,India,MALE,Light Vehicle,2008,Silver,Private,180000,04/06/2026 12:00,low,32,533,17,1,1,0.14,1
20/02/2015,Pakistan,MALE,Light Vehicle,2007,Gray,Private,200000,18/08/2025 12:00,medium,44,534,18,0,1,0.07,1
08/06/2021,Emirates,MALE,Trailer,2021,Silver,Private,80000,06/12/2025 12:00,medium,53,535,4,1,0,0.79,0.03
15/11/2015,India,MALE,Light Vehicle,2015,Black,Private,200000,13/05/2026 12:00,low,53,536,10,1,1,0.11,1
15/01/2019,Syria,MALE,Light Vehicle,2008,Yellow,Private,120000,14/07/2025 12:00,high,41,537,17,0,1,0.42,1
10/12/2016,India,MALE,Light Vehicle,2013,Black,Private,180000,08/06/2026 12:00,high,33,538,12,0,1,0.18,1
30/11/2018,Egypt,FEMALE,Light Vehicle,2014,Black,Private,140000,29/05/2026 12:00,low,41,539,11,1,1,0.35,1
10/08/2019,Iran,FEMALE,Light Vehicle,1990,White,Private,120000,06/02/2026 12:00,high,33,540,35,0,1,0.54,1
11/11/2020,Emirates,MALE,Light Vehicle,2015,White,Private,100000,11/05/2026 12:00,low,51,541,10,1,1,0.56,0.94
25/06/2016,Emirates,MALE,Light Vehicle,2021,Black,Private,180000,22/12/2025 12:00,medium,29,542,4,0,1,0.13,0.81
31/01/2015,Jordan,MALE,Light Vehicle,2015,Silver,Private,200000,29/07/2025 12:00,medium,41,543,10,0,1,0.06,1
21/12/2015,Algeria,MALE,Light Vehicle,2014,White,Private,200000,18/06/2026 12:00,high,33,544,11,0,1,0.15,1
29/04/2021,India,MALE,Light Vehicle,2015,White,Private,80000,27/10/2025 12:00,high,32,545,10,1,1,0.71,0.84
16/02/2021,Jordan,MALE,Light Vehicle,2015,Black,Private,80000,16/08/2025 12:00,medium,43,546,10,1,1,0.5,0.82
14/03/2019,Yemen,MALE,Light Vehicle,2014,White,Private,120000,10/09/2025 12:00,medium,44,547,11,0,1,0.27,0.99
22/03/2019,Syria,MALE,Light Vehicle,2007,White,Private,120000,18/09/2025 12:00,medium,46,548,18,0,1,0.27,1
17/09/2019,Oman,MALE,Light Vehicle,2016,White,Private,120000,16/03/2026 12:00,medium,41,549,9,0,1,0.31,0.92
31/03/2016,United States,FEMALE,Trailer,2016,White,Private,180000,27/09/2025 12:00,low,58,550,9,1,1,0.31,1
08/06/2021,India,MALE,Light Vehicle,2015,Black,Private,80000,06/12/2025 12:00,medium,37,551,10,1,1,0.56,0.74
13/12/2017,Bangladesh,MALE,Light Vehicle,2008,White,Private,160000,11/06/2026 12:00,medium,31,552,17,0,1,0.18,1
27/09/2017,Sudan,MALE,Light Vehicle,2011,Black,Private,160000,26/03/2026 12:00,low,54,553,14,1,1,0.23,1
08/09/2018,Egypt,MALE,Light Vehicle,2015,Green,Private,140000,07/03/2026 12:00,low,54,554,10,1,1,0.39,0.99
11/05/2015,United Kingdom,FEMALE,Light Vehicle,2017,Blue,Private,200000,06/11/2025 12:00,high,39,555,8,0,1,0.09,1
06/03/2016,India,MALE,Light Vehicle,2015,Silver,Private,180000,02/09/2025 12:00,low,46,556,10,1,1,0.15,1
07/03/2020,Emirates,FEMALE,Light Vehicle,2021,Silver,Private,100000,04/09/2025 12:00,medium,68,557,4,0,0,0.54,0.04
18/08/2015,Switzerland,FEMALE,Light Vehicle,2021,Gray,Private,200000,13/02/2026 12:00,high,42,558,4,0,1,0.12,0.96
30/03/2019,Iran,MALE,Light Vehicle,2014,Lead,Private,120000,26/09/2025 12:00,medium,48,559,11,0,1,0.28,0.99
11/10/2016,Iraq,MALE,Light Vehicle,2016,Yellow,Private,180000,09/04/2026 12:00,medium,29,560,9,0,1,0.14,1
14/10/2017,Egypt,MALE,Light Vehicle,2015,Blue,Private,160000,12/04/2026 12:00,high,40,561,10,0,1,0.3,1
08/01/2017,Emirates,MALE,Trailer,2014,Silver,Private,160000,07/07/2025 12:00,low,55,562,11,1,1,0.47,1
13/07/2017,United Kingdom,MALE,Light Vehicle,2019,Black,Private,160000,09/01/2026 12:00,high,46,563,6,0,1,0.22,0.95
14/01/2020,India,MALE,Light Vehicle,2016,Lead,Private,100000,13/07/2025 12:00,medium,27,564,9,0,1,0.4,0.81
01/02/2017,Iran,MALE,Light Vehicle,2014,Lead,Private,160000,31/07/2025 12:00,medium,48,565,11,0,1,0.13,1
22/12/2018,Iraq,MALE,Light Vehicle,2019,Blue,Private,140000,20/06/2026 12:00,medium,45,566,6,0,0,0.22,0.6
12/05/2018,France,MALE,Light Vehicle,2013,Blue,Private,140000,08/11/2025 12:00,medium,45,567,12,0,1,0.25,1
13/09/2019,India,MALE,Light Vehicle,2015,Blue,Private,120000,12/03/2026 12:00,medium,54,568,10,0,1,0.32,0.97
09/08/2021,China,MALE,Light Vehicle,2012,Lead,Private,80000,06/02/2026 12:00,medium,35,569,13,1,1,0.57,0.99
21/02/2020,Egypt,FEMALE,Light Vehicle,2021,White,Private,100000,20/08/2025 12:00,medium,39,570,4,0,0,0.47,0.03
18/07/2016,Bangladesh,MALE,Light Vehicle,2003,Maroon,Private,180000,14/01/2026 12:00,medium,46,571,22,0,1,0.13,1
28/03/2015,India,MALE,Light Vehicle,2004,White,Private,200000,23/09/2025 12:00,high,63,572,21,0,1,0.18,1
18/11/2016,Philippines,FEMALE,Light Vehicle,2017,White,Private,180000,17/05/2026 12:00,high,36,573,8,0,1,0.18,1
07/03/2019,India,MALE,Light Vehicle,2018,Blue,Private,120000,03/09/2025 12:00,high,43,574,7,0,0,0.52,0.69
23/05/2015,Italy,MALE,Light Vehicle,2021,Black,Private,200000,18/11/2025 12:00,low,66,575,4,1,1,0.08,0.91
07/07/2018,Emirates,MALE,Light Vehicle,2021,White,Private,140000,03/01/2026 12:00,low,69,576,4,1,0,0.38,0.3
12/03/2019,Pakistan,FEMALE,Light Vehicle,2016,Black,Private,120000,08/09/2025 12:00,medium,53,577,9,0,1,0.37,0.9
15/05/2017,Emirates,FEMALE,Light Vehicle,2021,White,Private,160000,11/11/2025 12:00,high,55,578,4,0,1,0.33,0.7
06/06/2020,India,MALE,Light Vehicle,2014,Beige,Private,100000,04/12/2025 12:00,medium,54,579,11,0,1,0.41,0.97
23/10/2015,Egypt,MALE,Light Vehicle,2009,Silver,Private,200000,20/04/2026 12:00,medium,46,580,16,0,1,0.09,1
28/07/2015,Emirates,FEMALE,Light Vehicle,2011,Gray,Private,200000,23/01/2026 12:00,low,77,581,14,1,1,0.18,1
08/02/2020,Emirates,MALE,Light Vehicle,2020,Gray,Private,100000,07/08/2025 12:00,low,27,582,5,1,0,0.49,0.1
05/07/2018,Pakistan,FEMALE,Light Vehicle,2016,Black,Private,140000,01/01/2026 12:00,medium,53,583,9,0,1,0.27,0.97
14/11/2019,China,MALE,Light Vehicle,2017,Black,Private,120000,13/05/2026 12:00,high,37,584,8,0,1,0.52,0.94
18/01/2018,Emirates,MALE,Light Vehicle,1990,Lead,Private,140000,17/07/2025 12:00,medium,44,585,35,0,1,0.32,1
14/10/2016,Egypt,MALE,Light Vehicle,2010,Black,Private,180000,12/04/2026 12:00,low,47,586,15,1,1,0.21,1
17/10/2020,South Africa,MALE,Light Vehicle,2020,Silver,Private,100000,16/04/2026 12:00,medium,60,587,5,0,0,0.47,0.1
24/08/2020,Pakistan,MALE,Light Vehicle,2021,White,Private,100000,21/02/2026 12:00,medium,63,588,4,0,0,0.41,0.01
26/11/2019,Philippines,MALE,Light Vehicle,2016,White,Private,120000,25/05/2026 12:00,medium,43,589,9,0,1,0.3,0.91
06/12/2016,Emirates,MALE,Light Vehicle,2006,White,Private,180000,04/06/2026 12:00,low,32,590,19,1,1,0.12,1
22/02/2019,Sudan,MALE,Light Vehicle,2018,White,Private,120000,21/08/2025 12:00,high,39,591,7,0,0,0.38,0.69
28/07/2017,Iran,MALE,Light Vehicle,2014,Lead,Private,160000,24/01/2026 12:00,medium,48,592,11,0,1,0.13,1
11/09/2015,India,MALE,Light Vehicle,2015,Silver,Private,200000,09/03/2026 12:00,high,42,593,10,0,1,0.13,1
16/06/2021,Iran,FEMALE,Light Vehicle,2020,White,Private,80000,14/12/2025 12:00,medium,66,594,5,1,0,0.65,0.03
21/12/2015,United Kingdom,MALE,Light Vehicle,2016,White,Private,200000,18/06/2026 12:00,medium,49,595,9,0,1,0.05,1
15/09/2021,United Kingdom,FEMALE,Light Vehicle,2018,White,Private,80000,15/03/2026 12:00,medium,58,596,7,1,0,0.55,0.2
18/02/2018,Oman,MALE,Light Vehicle,2016,White,Private,140000,17/08/2025 12:00,medium,41,597,9,0,1,0.22,0.97
27/04/2016,Emirates,MALE,Light Vehicle,2014,Golden,Private,180000,24/10/2025 12:00,low,36,598,11,1,1,0.12,1
07/11/2018,Emirates,MALE,Light Vehicle,2021,White,Private,140000,06/05/2026 12:00,low,41,599,4,1,0,0.31,0.25
13/02/2021,Iran,MALE,Light Vehicle,2017,Black,Private,80000,13/08/2025 12:00,medium,39,600,8,1,1,0.54,0.34
20/02/2020,Jordan,MALE,Light Vehicle,2013,Lead,Private,100000,19/08/2025 12:00,low,36,601,12,1,1,0.51,0.99
13/09/2020,Syria,MALE,Light Vehicle,2007,White,Private,100000,13/03/2026 12:00,medium,46,602,18,0,1,0.37,1
31/08/2019,India,MALE,Light Vehicle,2014,Silver,Private,120000,27/02/2026 12:00,high,39,603,11,0,1,0.5,0.99
21/11/2019,Emirates,MALE,Light Vehicle,2017,Gray,Private,120000,20/05/2026 12:00,high,24,604,8,0,1,0.38,0.87
17/12/2020,Palestine,MALE,Motor Cycle,2020,Black,Private,100000,16/06/2026 12:00,low,42,605,5,1,0,0.59,0.14
23/10/2016,India,MALE,Light Vehicle,2007,White,Private,180000,21/04/2026 12:00,medium,58,606,18,0,1,0.14,1
18/06/2018,Iran,FEMALE,Light Vehicle,2020,White,Private,140000,15/12/2025 12:00,medium,66,607,5,0,0,0.32,0.53
05/08/2016,Pakistan,MALE,Light Vehicle,2007,Silver,Private,180000,01/02/2026 12:00,medium,35,608,18,0,1,0.09,1
09/12/2021,Iraq,FEMALE,Light Vehicle,2020,White,Private,80000,08/06/2026 12:00,medium,49,609,5,1,0,0.56,0.02
29/08/2021,India,MALE,Light Vehicle,2015,Black,Private,80000,26/02/2026 12:00,low,53,610,10,1,1,0.68,0.84
20/04/2015,India,FEMALE,Light Vehicle,2020,Gray,Private,200000,16/10/2025 12:00,low,56,611,5,1,1,0.12,0.98
16/12/2019,Pakistan,MALE,Light Vehicle,2009,Silver,Private,120000,14/06/2026 12:00,low,28,612,16,1,1,0.33,1
08/07/2021,Tunisia,MALE,Light Vehicle,2008,Gray,Private,80000,05/01/2026 12:00,high,33,613,17,1,1,0.64,1
14/04/2016,India,MALE,Light Vehicle,2004,White,Private,180000,11/10/2025 12:00,high,63,614,21,0,1,0.25,1
25/12/2018,Emirates,MALE,Trailer,2014,Silver,Private,140000,23/06/2026 12:00,low,55,615,11,1,1,0.59,1
11/06/2021,Iran,MALE,Light Vehicle,2017,Black,Private,80000,09/12/2025 12:00,medium,39,616,8,1,1,0.54,0.34
05/04/2015,India,MALE,Light Vehicle,2021,Silver,Private,200000,01/10/2025 12:00,medium,46,617,4,0,1,0.07,0.94
01/12/2019,Emirates,MALE,Trailer,2006,Silver,Private,120000,30/05/2026 12:00,high,44,618,19,0,1,0.74,1
01/02/2017,Palestine,MALE,Motor Cycle,2020,Black,Private,160000,31/07/2025 12:00,low,42,619,5,1,1,0.26,0.84
06/07/2021,Egypt,MALE,Light Vehicle,2015,Blue,Private,80000,03/01/2026 12:00,high,40,620,10,1,1,0.74,0.8
08/11/2021,Lebanon,FEMALE,Light Vehicle,2020,Gray,Private,80000,08/05/2026 12:00,high,44,621,5,1,0,0.66,0.05
30/08/2021,Pakistan,MALE,Light Vehicle,2008,White,Private,80000,27/02/2026 12:00,medium,43,622,17,1,1,0.53,1
07/05/2018,United Kingdom,MALE,Light Vehicle,2020,Gray,Private,140000,03/11/2025 12:00,medium,49,623,5,0,0,0.17,0.57
